matchkey,donorkey,facilitykey,matchstatus,matchsubstatus,matchCreated,closedOrDelivered,enumcode,qty
a8670c55-7d4a-4cc0-92b9-75f2987228a2,e1256637-7a99-4bcc-a6ef-458e72884deb,0e9218b4-8d23-4da8-90c0-6a7f7b0fb642,delivered,,2021-02-24 21:22:07.791 UTC,2021-03-02 20:50:52.389 UTC,face_shield,600
c5fe7b61-5c14-426f-b3ff-5ffe7abd50e0,01ccebf4-9777-4075-a5a2-5508236a02f2,0e9218b4-8d23-4da8-90c0-6a7f7b0fb642,delivered,,2021-01-15 21:36:17.759 UTC,2021-01-06 00:00:00 UTC,disposable_booties,80
f05b7dd9-dd96-4e65-b06c-c3d390ec78ac,d96be509-daad-4db7-a5c7-0b31eff055b4,0e9218b4-8d23-4da8-90c0-6a7f7b0fb642,closed,no_supply,2020-07-18 22:04:11.499 UTC,2020-07-28 03:07:04 UTC,surgical_mask,1000
7689a77b-4215-4c30-b3b1-fa9cba8c11a1,97a92043-683a-45dc-b2a5-2b4eb9544865,0ea1aab0-129c-47d5-ac2c-51693a11fa96,delivered,,2020-06-23 00:00:00 UTC,2020-10-14 08:10:25 UTC,cloth_mask,100
b1752709-0d04-4644-a873-d9dd71c2826d,0e916b45-ca9c-404f-bfb2-1d206fa6511d,0eded83d-e707-4f9d-a0df-891e5e43d736,delivered,,2020-05-23 21:53:00 UTC,2020-10-14 07:10:06 UTC,gown,200
e553e92c-62bd-4f0d-acc9-f0d4c5f594e7,4d4a58a1-f187-4b16-bd64-b73f7b736e29,0ee7cc33-b041-4831-8a75-2b129046853e,delivered,,2021-06-25 12:20:41.638 UTC,2021-07-09 20:36:22.616 UTC,sanitizer,540
88f9a827-c864-4330-add7-688af2540c0b,1cce9431-fd39-4b0e-8e83-d37447a1ebf0,0ef36403-0011-4a2a-aa45-6a195376b294,closed,no_supply,2020-07-28 15:05:49.79 UTC,2020-07-30 09:07:26 UTC,cloth_mask,10
1f2a8e43-a757-47e9-b61b-0a7f00e48622,4d4a58a1-f187-4b16-bd64-b73f7b736e29,0ef6a17d-80c6-4b02-bc90-df23da3c1b8e,delivered,,2021-06-25 12:23:24.292 UTC,2021-07-09 20:35:38.533 UTC,sanitizer,125
33984f43-f937-4bae-862f-0947d7be1642,4830af21-0fc4-4b85-a4c8-29d2608142a3,0ef6a17d-80c6-4b02-bc90-df23da3c1b8e,delivered,,2021-06-27 21:00:14.189 UTC,2021-07-09 20:44:45.173 UTC,three_ply_mask,2000
567216bd-0b36-4b26-9dcf-8fb03d3e5556,4830af21-0fc4-4b85-a4c8-29d2608142a3,0ef6a17d-80c6-4b02-bc90-df23da3c1b8e,delivered,,2021-06-27 21:02:29.032 UTC,2021-07-09 20:44:36.773 UTC,sanitizer,32
e068651a-85f2-4266-9f8e-de607c058d0e,4830af21-0fc4-4b85-a4c8-29d2608142a3,0ef6a17d-80c6-4b02-bc90-df23da3c1b8e,delivered,,2021-06-27 20:54:02.342 UTC,2021-07-09 20:44:38.966 UTC,gown,320
eb90e0a9-d0ae-4e17-a4c5-46941ea73647,4830af21-0fc4-4b85-a4c8-29d2608142a3,0ef6a17d-80c6-4b02-bc90-df23da3c1b8e,delivered,,2021-06-27 21:22:17.732 UTC,2021-07-09 20:44:37.967 UTC,disinfecting_wipes,48
08e5fd48-5efb-4a79-8d3c-dabccc543cd1,3ad3bc3b-9321-49b8-90a5-56f019e00670,0ef7ac05-7846-4ccf-9168-370642a9f932,closed,,2021-02-24 02:01:01.767 UTC,2021-04-12 22:56:40.016 UTC,n95,10
5f7964d1-0f60-44db-b7b5-0026a8a417b7,3ad3bc3b-9321-49b8-90a5-56f019e00670,0ef7ac05-7846-4ccf-9168-370642a9f932,closed,,2021-02-24 02:01:01.498 UTC,2021-04-12 22:56:40.016 UTC,face_shield,40
c72d3f51-589c-45bf-b7c2-6647dfce20dc,3b0dc860-9c68-446b-8758-543661ce7534,0ef7ac05-7846-4ccf-9168-370642a9f932,closed,,2021-02-24 02:00:25.849 UTC,2021-04-12 22:56:40.016 UTC,n95,20
5f59d1de-7f64-4042-b84e-b61dca618561,4d4a58a1-f187-4b16-bd64-b73f7b736e29,0efb1c97-555e-47a2-adbd-86b7176ca59a,delivered,,2021-06-25 12:24:53.59 UTC,2021-07-09 20:35:53.262 UTC,sanitizer,125
333dc640-3076-4fb5-8352-04c19383d774,14978560-ea8d-46be-b703-d1baa46c0bb3,0efdbdb5-64f0-4d9b-821f-d885e0fbf20c,closed,no_contact_facility,2020-07-23 01:30:08.102 UTC,2020-12-07 20:05:47.731 UTC,cloth_mask,40
f65d8510-9542-4ec4-ac67-e4606f67a876,39b82af8-8af3-446f-a5a4-d3e9fd7635e5,0efdbdb5-64f0-4d9b-821f-d885e0fbf20c,delivered,,2020-10-06 00:00:00 UTC,2020-10-30 12:10:00 UTC,face_shield,100
1a8a7b23-7d45-4dcc-8dff-139f8bcfce20,4830af21-0fc4-4b85-a4c8-29d2608142a3,0f07bb53-6d4c-4b81-af97-0992263519f9,delivered,,2021-06-27 21:02:23.682 UTC,2021-07-09 20:44:23.411 UTC,sanitizer,4
44331d8c-82fe-4ea2-a050-a286eb4e6ef9,4830af21-0fc4-4b85-a4c8-29d2608142a3,0f07bb53-6d4c-4b81-af97-0992263519f9,delivered,,2021-07-09 01:32:02.805 UTC,2021-07-09 20:44:49.661 UTC,thermometer,40
7af65e8c-d235-42bd-b8e6-80130097d264,4d4a58a1-f187-4b16-bd64-b73f7b736e29,0f07bb53-6d4c-4b81-af97-0992263519f9,delivered,,2021-06-25 12:25:01.129 UTC,2021-07-09 20:36:18.443 UTC,sanitizer,125
ca1d51cc-dcf7-4995-954f-91edd0dff61b,4830af21-0fc4-4b85-a4c8-29d2608142a3,0f07bb53-6d4c-4b81-af97-0992263519f9,delivered,,2021-06-27 21:22:20.099 UTC,2021-07-09 20:44:38.071 UTC,disinfecting_wipes,120
cb0a8450-9e78-40e5-9292-46efaff619e4,4c95de0f-c711-4072-8af6-dad2867ab40c,0f07bb53-6d4c-4b81-af97-0992263519f9,pre_match,not_contacted,2021-06-11 04:13:44.041 UTC,,nitrile_gloves,10
52fa30bd-33ee-40df-8363-4e52e7e170f0,30cc6956-8ed8-4a8c-b576-420e3d4ac365,0f1518d2-62fb-44ab-ac58-7ddd6a4ea643,delivered,,2021-04-16 21:04:25.214 UTC,2021-06-28 19:51:14.138 UTC,gown,1410
8734c532-42cc-458f-981b-9fbc337c7205,97b99727-5f73-4fa9-9a05-c27faf893152,0f1518d2-62fb-44ab-ac58-7ddd6a4ea643,pre_match,contacted,2021-05-24 22:43:08.459 UTC,,face_shield,100
b46256dd-815f-4793-b20d-16526a33eee0,bb689c15-10bf-486a-af99-dba88b4c69b8,0f1518d2-62fb-44ab-ac58-7ddd6a4ea643,closed,prefers_different,2021-06-17 21:04:19.13 UTC,2021-06-21 21:49:14.794 UTC,surgical_mask,200
c997bb5a-0727-4f4d-8292-bf02ff00e60c,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,0f1518d2-62fb-44ab-ac58-7ddd6a4ea643,closed,no_contact_facility,2021-05-24 22:30:06.217 UTC,2021-06-17 22:26:08.206 UTC,kn95,100
c997bb5a-0727-4f4d-8292-bf02ff00e60c,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,0f1518d2-62fb-44ab-ac58-7ddd6a4ea643,closed,no_contact_facility,2021-05-24 22:30:06.217 UTC,2021-06-17 22:26:08.206 UTC,nitrile_gloves,50
c997bb5a-0727-4f4d-8292-bf02ff00e60c,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,0f1518d2-62fb-44ab-ac58-7ddd6a4ea643,closed,no_contact_facility,2021-05-24 22:30:06.217 UTC,2021-06-17 22:26:08.206 UTC,face_shield,100
c997bb5a-0727-4f4d-8292-bf02ff00e60c,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,0f1518d2-62fb-44ab-ac58-7ddd6a4ea643,closed,no_contact_facility,2021-05-24 22:30:06.217 UTC,2021-06-17 22:26:08.206 UTC,gown,100
c997bb5a-0727-4f4d-8292-bf02ff00e60c,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,0f1518d2-62fb-44ab-ac58-7ddd6a4ea643,closed,no_contact_facility,2021-05-24 22:30:06.217 UTC,2021-06-17 22:26:08.206 UTC,sanitizer,50
74e02f82-2c83-4608-a5a0-bd9074655101,3605275c-bf71-4323-9234-71792cb2e442,0f5ac4b6-63f7-4c4d-b2bc-304f9bb06d0d,delivered,,2021-04-03 00:42:45.208 UTC,2021-03-26 00:00:00 UTC,kn95,2400
c197031a-e915-47bf-8586-36193efb1efa,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,0f5c6b67-7585-421e-9ee5-29f35066c4e6,closed,no_contact_facility,2021-05-24 22:30:08.204 UTC,2021-06-17 22:25:59.136 UTC,face_shield,30
c197031a-e915-47bf-8586-36193efb1efa,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,0f5c6b67-7585-421e-9ee5-29f35066c4e6,closed,no_contact_facility,2021-05-24 22:30:08.204 UTC,2021-06-17 22:25:59.136 UTC,gown,5
c197031a-e915-47bf-8586-36193efb1efa,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,0f5c6b67-7585-421e-9ee5-29f35066c4e6,closed,no_contact_facility,2021-05-24 22:30:08.204 UTC,2021-06-17 22:25:59.136 UTC,sanitizer,6
cd0c707f-246f-482f-bae8-2baf5b37c778,97b99727-5f73-4fa9-9a05-c27faf893152,0f5c6b67-7585-421e-9ee5-29f35066c4e6,pre_match,contacted,2021-05-24 22:43:08.561 UTC,,face_shield,30
3f07bb79-36d4-48a3-92a1-f8982fcf9a55,c2b5e375-d44c-4f20-bc80-4f39defb7b7e,0f65d35b-8930-4f9e-a246-94898a81ae42,closed,no_contact_facility,2021-04-22 19:42:20.887 UTC,2021-04-27 21:33:20.362 UTC,three_ply_mask,10000
7652ffd5-add2-4246-9a13-6b4cf19b4253,7e6d2119-0f5b-4072-9a44-464bdff6ce68,0f65d35b-8930-4f9e-a246-94898a81ae42,closed,no_need,2021-04-19 05:05:54.746 UTC,2021-04-19 05:06:53.936 UTC,gown,3600
0c3552d9-280e-4d2d-b32f-fd167703cebb,30cc6956-8ed8-4a8c-b576-420e3d4ac365,0f87ec12-53e3-4c87-ba7e-94862e4ba29a,delivered,,2021-01-31 19:55:26.036 UTC,2021-06-05 23:51:49.926 UTC,gown,130
dde5d1b2-a6bd-402c-a0d2-d11422ff6beb,bb689c15-10bf-486a-af99-dba88b4c69b8,0f87ec12-53e3-4c87-ba7e-94862e4ba29a,closed,prefers_different,2021-06-17 21:04:18.42 UTC,2021-06-21 21:49:14.01 UTC,surgical_mask,100
7b0d90f6-e6fe-420b-9a59-0fe564df1c35,e7e803fb-25ec-46fb-baf3-04c2a5eb05d8,0f9ec728-d232-40ad-b00e-5cbf715c0a1d,delivered,,2020-06-29 00:00:00 UTC,2020-10-14 07:10:28 UTC,cloth_mask,1000
1faa3c29-6e16-4816-b9c3-336a0bee5203,9ddda6e9-e9bb-4008-a1b9-23774f0ba6a2,0f9f1558-ace2-4ea0-9013-07a220811208,delivered,,2020-11-25 01:38:29.743 UTC,2020-11-25 01:39:13.22 UTC,n95,80
f332d6b2-55ea-463e-870a-3c185412acc5,9ba975a1-7f99-4bb5-919d-92874fe24bcd,0fb4c82a-f80f-460d-8b66-cad2d644d20f,delivered,,2020-07-07 00:00:00 UTC,2020-10-14 08:10:48 UTC,nitrile_gloves,20
03335600-9344-4af4-b106-2d77c948454a,a9ac0df3-18a5-4ef6-9227-9f32ee9b06f5,0fc6e8e1-34b7-4145-9740-934b60147487,delivered,,2020-06-24 00:00:00 UTC,2020-10-14 08:10:50 UTC,face_shield,30
bdd62278-5023-479d-940d-34b884884ab2,235c6835-e6de-4230-9d82-ce965578dab4,0febeeab-3491-4b20-acf9-e93bfccb592b,delivered,,2020-04-22 00:00:00 UTC,2020-10-14 07:10:55 UTC,nitrile_gloves,50
cb151ed7-5c79-4718-baad-a2319b8f4745,40beed4e-30e9-4981-a185-6a921df4143b,0ff1cf95-166d-4d6f-b2be-84dd28b240ff,closed,no_supply,2020-07-08 00:00:00 UTC,2020-10-14 07:10:09 UTC,surgical_mask,500
1126d656-68d9-4b4a-be18-05e2dfc70ff7,4b79b8c6-f857-4e3c-ac7f-dcaf4969a58c,0ffb91a6-f278-4497-b600-cbe3e1bd14d7,delivered,,2020-06-25 00:00:00 UTC,2020-10-14 07:10:26 UTC,coveralls,10
e82d231e-0243-401d-9183-695542fe2a27,1899a1d7-f38d-49f3-8241-d6ec2de0a83c,0ffb91a6-f278-4497-b600-cbe3e1bd14d7,delivered,,2020-07-29 01:25:12.907 UTC,2020-08-19 08:08:10 UTC,face_shield,8
9188cc6b-d09b-4d0f-ab43-45c860afbb33,ea2e664f-dd6b-4b0f-b920-1c9c53fb4a66,101aea4a-a27a-4bc7-bc90-8e87f24d10a7,delivered,,2020-06-17 00:00:00 UTC,2020-10-14 07:10:09 UTC,face_shield,90
53e87da0-6a54-473b-ab23-e548034fa6dd,ec4acf5b-e8d6-4b29-bd56-facbd8bbc3b1,101c2902-c71e-4c7f-9215-68d888e423b4,closed,no_supply,2020-05-31 00:00:00 UTC,2020-10-14 07:10:51 UTC,surgical_mask,0
00f3c055-2b2c-4d49-8aa3-302624be0e9e,fb4f8dcf-6680-4648-b7dc-918f7cd6cf59,102ff916-76fc-4592-ab5e-ff3bce574ee0,pre_match,contacted,2021-04-06 09:07:47.223 UTC,,face_shield,100
dc6c7dbb-5560-4888-a928-df305399c51b,277172eb-7f69-4264-a401-4621ad69d2f3,102ff916-76fc-4592-ab5e-ff3bce574ee0,delivered,,2021-03-20 00:47:19.168 UTC,2021-04-14 20:44:37.405 UTC,surgical_mask,28000
de136aee-e398-423e-bf94-8e7b048a7197,4d4a58a1-f187-4b16-bd64-b73f7b736e29,1034320c-a7bc-4bda-b32d-d78ed22cec13,delivered,,2021-06-25 12:24:05.589 UTC,2021-07-09 20:35:44.475 UTC,sanitizer,540
08f15843-7599-4227-bb77-c06b3ae283e5,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,10450433-cbe6-4903-9984-2ba968f1c2da,closed,no_contact_facility,2021-05-24 22:29:58.412 UTC,2021-06-04 14:52:56.429 UTC,kn95,5
08f15843-7599-4227-bb77-c06b3ae283e5,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,10450433-cbe6-4903-9984-2ba968f1c2da,closed,no_contact_facility,2021-05-24 22:29:58.412 UTC,2021-06-04 14:52:56.429 UTC,face_shield,3
08f15843-7599-4227-bb77-c06b3ae283e5,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,10450433-cbe6-4903-9984-2ba968f1c2da,closed,no_contact_facility,2021-05-24 22:29:58.412 UTC,2021-06-04 14:52:56.429 UTC,sanitizer,2
1c8428de-e8c0-4d53-9f7d-4d11827ba5d6,4d4a58a1-f187-4b16-bd64-b73f7b736e29,10450433-cbe6-4903-9984-2ba968f1c2da,delivered,,2021-06-25 12:22:40.227 UTC,2021-07-09 20:35:34.983 UTC,sanitizer,125
c1e4777a-8459-4927-a77d-fd33b897e95d,1db225e2-3f4b-45df-b214-026386622282,10450433-cbe6-4903-9984-2ba968f1c2da,closed,,2021-02-24 01:58:33.575 UTC,2021-04-12 22:56:40.016 UTC,sanitizer,10
c26cfc5f-84d3-4849-b360-035c66ca143c,bb689c15-10bf-486a-af99-dba88b4c69b8,10450433-cbe6-4903-9984-2ba968f1c2da,closed,prefers_different,2021-06-17 21:04:18.109 UTC,2021-06-21 21:49:13.94 UTC,surgical_mask,100
5ecde60e-747d-4264-a511-8b0e4e728c50,b40e1587-775b-4606-a0c4-2b54d2e4e076,104fc9c3-dd92-4c0d-85a2-e3aa96c85f52,delivered,,2020-11-21 07:02:46.411 UTC,2020-12-08 05:48:10.51 UTC,gown,12000
7c35ca3d-fa47-4f09-bf3e-67a7d71a0c1f,39b82af8-8af3-446f-a5a4-d3e9fd7635e5,105bc698-78c6-432e-b548-1c72eb23cfd4,delivered,,2020-10-06 00:00:00 UTC,2020-10-30 12:10:00 UTC,face_shield,100
a5effb99-0ab7-47fd-a6de-ee1b549d97c1,39eb056f-c883-44d4-9c55-438d29c1c8be,105bc698-78c6-432e-b548-1c72eb23cfd4,delivered,,2020-09-29 21:16:42.664 UTC,2020-10-11 19:56:41.509 UTC,n95,100
9a888473-67a0-4894-a61d-1acdca048dff,4d4a58a1-f187-4b16-bd64-b73f7b736e29,1060eea6-3b31-4487-97de-1a18517bfe81,delivered,,2021-06-25 12:25:32.325 UTC,2021-07-09 20:35:50.745 UTC,sanitizer,125
dbccec12-3dd8-4a23-939d-dd23b58da731,39b82af8-8af3-446f-a5a4-d3e9fd7635e5,1068a5c4-9f85-45b7-8187-a1cac260fceb,delivered,,2020-10-06 00:00:00 UTC,2020-10-30 12:10:00 UTC,face_shield,100
5d4267ea-4673-487f-bffa-9c8b6c6149e3,b34d70da-8727-4e79-beba-e196e8a23651,1093a352-7b36-4ff2-b76d-5e5d83ce9736,closed,no_contact_donor,2021-02-24 01:57:40.41 UTC,2021-03-18 00:10:27.576 UTC,kn95,10
750766b3-976e-4dcc-97c2-8c539f3f3509,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,1093a352-7b36-4ff2-b76d-5e5d83ce9736,closed,no_contact_facility,2021-05-24 22:30:01.802 UTC,2021-06-17 22:25:08.334 UTC,nitrile_gloves,4
750766b3-976e-4dcc-97c2-8c539f3f3509,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,1093a352-7b36-4ff2-b76d-5e5d83ce9736,closed,no_contact_facility,2021-05-24 22:30:01.802 UTC,2021-06-17 22:25:08.334 UTC,face_shield,4
750766b3-976e-4dcc-97c2-8c539f3f3509,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,1093a352-7b36-4ff2-b76d-5e5d83ce9736,closed,no_contact_facility,2021-05-24 22:30:01.802 UTC,2021-06-17 22:25:08.334 UTC,gown,1
750766b3-976e-4dcc-97c2-8c539f3f3509,3f2628ff-54bd-4c3e-9002-f87c9a1ff49f,1093a352-7b36-4ff2-b76d-5e5d83ce9736,closed,no_contact_facility,2021-05-24 22:30:01.802 UTC,2021-06-17 22:25:08.334 UTC,sanitizer,4
77eef109-ee1f-4c86-ab6d-dbe9e7752e2e,1db225e2-3f4b-45df-b214-026386622282,1093a352-7b36-4ff2-b76d-5e5d83ce9736,closed,,2021-02-24 01:58:27.518 UTC,2021-04-12 22:56:40.016 UTC,sanitizer,10
88e331c9-cad0-4736-8077-69460154e48f,2bfe5358-e62a-4718-a128-df73d7b5500c,1093a352-7b36-4ff2-b76d-5e5d83ce9736,closed,no_contact_donor,2021-02-24 01:57:40.926 UTC,2021-06-11 01:00:26.203 UTC,face_shield,10
5a62f248-1647-4c65-84ee-9c3169f5eaa5,4d4a58a1-f187-4b16-bd64-b73f7b736e29,1099adee-cba5-4f4d-b2d1-2c0f1839b402,delivered,,2021-06-25 12:24:52.387 UTC,2021-07-09 20:36:20.904 UTC,sanitizer,400
18d50174-e212-4e88-9e89-0f9bfada5c4a,da5c7a0b-025b-4403-ac86-ba72f3749beb,10bb68db-4ebe-463a-ae04-8f7bba479957,delivered,,2020-05-19 00:00:00 UTC,2020-10-14 07:10:14 UTC,face_shield,50
19f6728d-e9a5-4fc5-83c6-26734384ddc2,08b4374f-8f14-458e-8e79-3d9802b29e71,10e4dbbf-d0da-4583-849b-8ebd4a521638,closed,no_supply,2020-08-19 23:33:16.931 UTC,2020-09-03 09:09:43 UTC,n95,25
19f6728d-e9a5-4fc5-83c6-26734384ddc2,08b4374f-8f14-458e-8e79-3d9802b29e71,10e4dbbf-d0da-4583-849b-8ebd4a521638,closed,no_supply,2020-08-19 23:33:16.931 UTC,2020-09-03 09:09:43 UTC,surgical_mask,20
74a409cc-c89c-4dbd-8e1e-07d2e6b03d8f,30fb4366-a4e3-47c1-ab84-7e5e4bb54194,10e6c171-cf8c-40d9-874c-80141f5342db,delivered,,2020-05-27 00:00:00 UTC,2020-10-14 07:10:38 UTC,n95,50
fceb60ea-420f-4795-ba3c-e2b9ca9e6887,9ddda6e9-e9bb-4008-a1b9-23774f0ba6a2,10fbf31f-9e44-4de9-af1b-81e42b9ebf9d,closed,no_supply,2020-08-13 18:05:38.215 UTC,2020-08-14 02:08:17 UTC,n95,20
fceb60ea-420f-4795-ba3c-e2b9ca9e6887,9ddda6e9-e9bb-4008-a1b9-23774f0ba6a2,10fbf31f-9e44-4de9-af1b-81e42b9ebf9d,closed,no_supply,2020-08-13 18:05:38.215 UTC,2020-08-14 02:08:17 UTC,nitrile_gloves,30
97cc2833-75ce-44d5-af16-fd9a5e92e493,4830af21-0fc4-4b85-a4c8-29d2608142a3,111ad95b-3fe0-46ba-9c9c-fda345c8d786,closed,no_contact_facility,2021-06-07 23:58:29.348 UTC,2021-06-27 20:42:05.603 UTC,gown,500
1b6e974f-30dc-47b1-8847-90d1aeef0924,20acac7b-1020-4cc9-839c-ab0e3b700f5b,111f04dd-b367-4458-9d4e-6f4a4aa2ea36,closed,,2021-02-24 01:59:28.87 UTC,2021-04-12 22:56:40.016 UTC,face_shield,10
5025c5b0-a913-4066-ab40-0ad4aa4f5c38,5220d9b3-3dee-44cd-b17a-7a3f70d38bbe,111f04dd-b367-4458-9d4e-6f4a4aa2ea36,closed,,2021-02-24 01:59:28.986 UTC,2021-04-12 22:56:40.016 UTC,surgical_mask,10
5ca4cba0-0c4a-46dd-8816-27e16160402f,9b77678d-82a1-4c42-9e78-d07412cd2416,111f04dd-b367-4458-9d4e-6f4a4aa2ea36,closed,,2021-02-24 01:59:29.723 UTC,2021-04-12 22:56:40.016 UTC,gown,10
b5f4acef-890e-4d56-919d-3a091d7cfd03,d04ee83d-645e-4686-af66-ef29e7fe8d3a,111f04dd-b367-4458-9d4e-6f4a4aa2ea36,delivered,,2020-12-24 01:48:25.224 UTC,2021-01-08 20:44:42.815 UTC,gown,400
73453b80-4bf3-435b-9310-febffc4442a3,dd078076-fe92-4a70-bb68-d0d33cac0119,113e0cbf-8200-4344-9c16-af384e348ed2,closed,prefers_different,2021-03-26 15:22:09.179 UTC,2021-04-30 19:16:42.589 UTC,n95,75000
89d47c23-e44d-411f-9667-f5eaceae89a7,39d5dce2-f880-406c-80b3-07bccceecd11,113e0cbf-8200-4344-9c16-af384e348ed2,closed,no_supply,2021-04-22 19:21:48.754 UTC,2021-04-23 16:52:18.1 UTC,n95,2000
a9b7d47e-cc26-4d0c-8bd5-f371d7556acf,44dc7070-3efa-4c30-b898-ce99bba73735,113e0cbf-8200-4344-9c16-af384e348ed2,delivered,,2021-01-13 15:08:15.321 UTC,2021-01-30 04:09:12.722 UTC,n95,240
ca1e7c3b-5d4c-4888-aeb6-2741328bcbea,7f4d5860-b070-4cef-b624-eb44e518f6c5,114a220e-28e9-4d8e-bbdb-a2ae20eaa8bc,delivered,,2020-05-26 00:00:00 UTC,2020-10-14 07:10:21 UTC,cloth_mask,200
0a901873-37d5-43f4-be51-747d064d936f,bfbce1dd-a56d-47a5-b950-f76a17d99b50,114ffa26-cda2-41d3-b079-33c60d4cdfdb,delivered,,2021-04-16 16:00:31.124 UTC,2021-04-16 16:01:20.167 UTC,disinfecting_wipes,1540
22360de2-cfe9-4237-a6ca-148f70e3aafe,6e06f3da-5240-4bab-bfb3-ab3e533348a7,114ffa26-cda2-41d3-b079-33c60d4cdfdb,delivered,,2021-03-25 17:35:06.817 UTC,2021-04-08 15:59:48.393 UTC,three_ply_mask,100
22360de2-cfe9-4237-a6ca-148f70e3aafe,6e06f3da-5240-4bab-bfb3-ab3e533348a7,114ffa26-cda2-41d3-b079-33c60d4cdfdb,delivered,,2021-03-25 17:35:06.817 UTC,2021-04-08 15:59:48.393 UTC,face_shield,5
22360de2-cfe9-4237-a6ca-148f70e3aafe,6e06f3da-5240-4bab-bfb3-ab3e533348a7,114ffa26-cda2-41d3-b079-33c60d4cdfdb,delivered,,2021-03-25 17:35:06.817 UTC,2021-04-08 15:59:48.393 UTC,kn95,100
22360de2-cfe9-4237-a6ca-148f70e3aafe,6e06f3da-5240-4bab-bfb3-ab3e533348a7,114ffa26-cda2-41d3-b079-33c60d4cdfdb,delivered,,2021-03-25 17:35:06.817 UTC,2021-04-08 15:59:48.393 UTC,surgical_mask,200
22360de2-cfe9-4237-a6ca-148f70e3aafe,6e06f3da-5240-4bab-bfb3-ab3e533348a7,114ffa26-cda2-41d3-b079-33c60d4cdfdb,delivered,,2021-03-25 17:35:06.817 UTC,2021-04-08 15:59:48.393 UTC,sanitizer,15
61c99829-8626-4f85-8c1b-5848192d9416,17ef1ad2-982a-4775-be51-30f5368eb150,115c0d52-f835-44b4-9a95-52d0b218aaf9,delivered,,2020-06-13 00:00:00 UTC,2020-10-14 07:10:59 UTC,face_shield,40
c8cf10a9-95d8-4a63-9cdb-481cf1f88199,0df33963-0e26-4a97-8584-c73b635ef4c6,115c0d52-f835-44b4-9a95-52d0b218aaf9,delivered,,2020-09-07 20:16:51.816 UTC,2020-12-22 03:31:30.038 UTC,face_shield,20
1c77976e-9f63-4e2d-bd75-a623d1ae77b3,abe71a75-0278-4abd-8a24-06492ac6b96c,118afcd4-e4c9-41e2-88bc-ff169a73f15b,delivered,,2020-07-23 00:00:00 UTC,2020-10-14 08:10:43 UTC,cloth_mask,20
d397e576-2800-4496-afcd-1d127543721b,d96be509-daad-4db7-a5c7-0b31eff055b4,119b0608-adef-4b1f-8b85-8d4e1e8300d2,closed,no_supply,2020-07-18 22:04:09.927 UTC,2020-07-28 03:07:55 UTC,surgical_mask,5
c50183d7-f21f-4734-bfbf-5882600c0c48,daa51caf-caab-452c-861e-e4ee9fb0eb4b,11a161f2-cdbd-488d-ab2d-82215753ccde,delivered,,2020-05-29 00:00:00 UTC,2020-10-14 07:10:58 UTC,n95,10
db7f6385-6dda-44b8-b04b-7879460c7f25,f6e2b51e-d6ed-40c6-8196-66057a71c451,11b7903a-4adb-4cfe-ba1b-b0e3a06c5ffa,closed,no_supply,2020-06-11 00:00:00 UTC,2020-10-14 07:10:38 UTC,face_shield,0
be594829-a7af-4be4-bbe4-ce9bf153e5bb,9ddda6e9-e9bb-4008-a1b9-23774f0ba6a2,11b8438a-7d2d-445d-b724-d5bcf4578231,delivered,,2020-11-25 02:11:10.94 UTC,2020-11-25 02:31:32.407 UTC,face_shield,500
11e54b2b-d3ff-4399-b951-4f14caa9bb0e,9456c37f-a1b9-4076-b244-38f375ef03c8,11c4ab6b-c7a7-4195-812c-96a95842e66b,delivered,,2020-04-24 00:00:00 UTC,2020-10-14 07:10:28 UTC,coveralls,500
fcb02b72-4b7f-42dc-b97f-e5b85d74d9b1,df38167d-94ef-4509-89a8-8179a2e34860,11cc1fa4-74eb-4bb4-80cd-f66d715b26b7,delivered,,2020-07-23 16:32:46.736 UTC,2020-12-22 03:19:36.115 UTC,face_shield,150
ba92c43e-a87f-47b8-8008-67d1fd946966,4d4a58a1-f187-4b16-bd64-b73f7b736e29,11d82ea6-01b6-4316-95dd-92b22d85d17b,delivered,,2021-06-25 12:24:09.418 UTC,2021-07-09 20:36:20.241 UTC,sanitizer,125
2b39c561-92c4-4983-88fc-dc8e2015307e,4d4a58a1-f187-4b16-bd64-b73f7b736e29,11e4c2eb-ddc9-4d76-be4a-3a249964ff36,delivered,,2021-06-25 12:20:43.704 UTC,2021-07-09 20:35:58.041 UTC,sanitizer,269
